term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
symmetrical,2,11,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,symmetr,symmetr,symmet,0.019476300046985313,14.099697098901123
symmetrically,1,13,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,symmetr,symmetr,symmet,0.13879049223190623,8.049848549450562
symmetry,3,8,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,symmetri,symmetri,symmetry,0.02500037633223245,19.394658146188217
symons,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,symon,symon,symon,0.028956289746225047,8.049848549450562
sympathetic,13,11,1.6672459277518214e-05,15.872173549129087,JJ,3,JJ,0,sympathet,sympathet,sympathet,0.032711029454639974,50.49458623894591
sympathetically,7,15,8.977478072509808e-06,16.765258345212576,NN,3,NN,0,sympathet,sympathet,sympathet,0.023520694421651063,36.6974553917507
sympathies,3,10,3.8474906025042036e-06,17.987650766549024,NNS,1,NN,0,sympathi,sympathi,sympathy,0.024710642596241353,19.394658146188217
sympathise,6,10,7.694981205008407e-06,16.987650766549024,VB,2,VB,0,sympathis,sympathis,sympath,0.021591757058877538,28.639602272815992
sympathized,2,11,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,sympath,sympath,sympath,0.022676526233607205,14.099697098901123
sympathizers,1,12,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,sympath,sympath,sympath,0.12196740226440246,8.049848549450562
sympathizing,1,12,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,sympath,sympath,sympath,0.025077409811372468,8.049848549450562
sympathy,32,8,4.1039899760044836e-05,14.572613267270178,NN,3,NN,0,sympathi,sympathi,sympathy,0.021873411544362793,90.7898215670028
symphonies,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,symphoni,symphoni,symphony,0.01677051781135534,8.049848549450562
symphony,4,8,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,symphoni,symphoni,symphony,0.03903886477925827,24.199394197802246
symposium,2,9,2.5649937350028022e-06,18.572613267270178,RB,2,RB,0,symposium,symposium,sympos,0.06240192673992684,8.049848549450562
symptom,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,symptom,symptom,symptom,0.014564390860066894,14.099697098901123
symptoms,5,8,6.412484337507005e-06,17.250685172382816,NNS,1,NN,0,symptom,symptom,symptom,0.021722772474907757,28.639602272815992
synchronizing,1,13,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,synchron,synchron,synchron,0.016982802846942112,8.049848549450562
syncopated,2,10,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,syncop,syncop,syncop,0.15539988738036184,14.099697098901123
syncopation,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syncop,syncop,syncop,0.07594196744764681,8.049848549450562
syndicat,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,syndicat,syndicat,synd,0.026922570399500207,8.049848549450562
syndicate,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syndic,syndic,synd,0.08385258905677669,8.049848549450562
syne,1,4,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,syne,syne,syn,0.04149406468788949,8.049848549450562
synge,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,syng,syng,syng,0.028956289746225047,8.049848549450562
syntax,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,syntax,syntax,syntax,0.019350597474640775,8.049848549450562
syphons,1,7,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,syphon,syphon,syphon,0.06652767396240135,8.049848549450562
syrian,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,syrian,syrian,syr,0.02854556223209419,8.049848549450562
syringa,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,syringa,syringa,syring,0.16428262345817474,8.049848549450562
system,34,6,4.360489349504764e-05,14.485150426019839,NN,1,NN,0,system,system,system,0.020308297164165105,81.10459164805162
systematic,2,10,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,systemat,systemat,system,0.018884607225487723,14.099697098901123
systems,4,7,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,system,system,system,0.02976191850231022,14.099697098901123
t,22,1,2.8214931085030823e-05,15.113181648632882,NNP,5,NN,1,t,t,t,0.06610824487213096,59.39491078350141
tab,1,3,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tab,tab,tab,0.10878173715473734,8.049848549450562
tabby,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tabbi,tabbi,tabby,0.07252115810315822,8.049848549450562
tabemo,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tabemo,tabemo,tabemo,0.023886790947924518,8.049848549450562
tabeshaw,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tabeshaw,tabeshaw,tabeshaw,0.06388768690040128,8.049848549450562
table,576,5,0.000738718195680807,10.402688265827866,NN,7,NN,0,tabl,tabl,tabl,0.0208087709288506,129.90272478879018
tablea,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tablea,tablea,table,0.02630669460604759,8.049848549450562
tableau,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tableau,tableau,tableau,0.0506297353124361,14.099697098901123
tablecloth,4,10,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,tablecloth,tablecloth,tableclo,0.03196139219622182,24.199394197802246
tablecloths,5,11,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,tablecloth,tablecloth,tablecloth,0.08056969770800641,14.099697098901123
tables,83,6,0.0001064472400026163,13.197573835923254,NNS,4,NN,0,tabl,tabl,tabl,0.015965703200878926,126.36663651129172
tablet,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tablet,tablet,tablet,0.04734792283876976,14.099697098901123
tablethe,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tableth,tableth,tableth,0.022653007191453134,14.099697098901123
tablethey,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tablethey,tablethey,tablethey,0.06598236515943084,8.049848549450562
tabloids,2,8,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,tabloid,tabloid,tabloid,0.018709013662249637,14.099697098901123
tabul,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tabul,tabul,tab,0.030549709865087524,8.049848549450562
tabula,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tabula,tabula,tabul,0.11180345207570225,8.049848549450562
tabulated,2,9,2.5649937350028022e-06,18.572613267270178,VBN,1,VB,0,tabul,tabul,tab,0.021426647573715124,14.099697098901123
tacit,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,tacit,tacit,tacit,0.02563646034856867,8.049848549450562
tacitly,2,7,2.5649937350028022e-06,18.572613267270178,RB,1,RB,0,tacitli,tacit,tacit,0.030304205095659786,14.099697098901123
taciturn,2,8,2.5649937350028022e-06,18.572613267270178,VBP,1,VB,0,taciturn,taciturn,taciturn,0.052418054947423354,14.099697098901123
tacked,1,6,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,tack,tack,tack,0.07187364776295145,8.049848549450562
tackle,8,6,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,tackl,tackl,tackl,0.05713495456321597,24.199394197802246
tackles,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tackl,tackl,tackl,0.01677051781135534,8.049848549450562
tacks,3,5,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,tack,tack,tack,0.21164377826882655,14.099697098901123
tacky,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tacki,tacki,tacky,0.16770517811355337,8.049848549450562
tacoma,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tacoma,tacoma,tacom,0.011925701554741572,8.049848549450562
tact,5,4,6.412484337507005e-06,17.250685172382816,NN,1,NN,0,tact,tact,tact,0.035895583450178875,28.639602272815992
tactful,3,7,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,tact,tact,tact,0.041844098436663014,19.394658146188217
tactfully,3,9,3.8474906025042036e-06,17.987650766549024,RB,2,RB,0,tact,tact,tact,0.020316258152442538,19.394658146188217
tacticslet,1,10,1.2824968675014011e-06,19.572613267270178,IN,1,IN,0,tacticslet,tacticslet,tacticslet,0.013218142117324404,8.049848549450562
tactlessly,1,10,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,tactlessli,tactless,tactless,0.03692591077729616,8.049848549450562
tadpoles,3,8,3.8474906025042036e-06,17.987650766549024,NN,3,NN,0,tadpol,tadpol,tadpol,0.044447168134778704,14.099697098901123
tafalla,5,7,6.412484337507005e-06,17.250685172382816,NNP,3,NN,0,tafalla,tafalla,tafall,0.1194339547396226,8.049848549450562
taffy,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,taffi,taffi,taffy,0.09252699482127083,8.049848549450562
taft,4,4,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,taft,taft,taft,0.1410939759918404,19.394658146188217
tag,1,3,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tag,tag,tag,0.029704238189854473,8.049848549450562
tagging,1,7,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,tag,tag,tag,0.059190062863607076,8.049848549450562
tagus,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tagu,tagus,tag,0.03425467467851303,8.049848549450562
tail,27,4,3.462741542253783e-05,14.81772576510671,NN,3,NN,0,tail,tail,tail,0.02699959568869709,78.98917247789181
tailed,3,6,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,tail,tail,tail,0.02391903612240287,19.394658146188217
tailor,6,6,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,tailor,tailor,tail,0.07118054710657223,19.394658146188217
tailored,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,tailor,tailor,tail,0.02353756885804258,8.049848549450562
tailoring,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,tailor,tailor,tail,0.2118381197223832,8.049848549450562
tailors,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tailor,tailor,tail,0.015151474190785767,14.099697098901123
tails,9,5,1.154247180751261e-05,16.402688265827866,NNS,3,NN,0,tail,tail,tail,0.024221499646519436,36.6974553917507
taines,4,6,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,tain,tain,tain,0.447213808302809,8.049848549450562
taint,3,5,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,taint,taint,taint,0.1832113846530239,19.394658146188217
tainted,1,7,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,taint,taint,taint,0.043749176899187836,8.049848549450562
take,513,4,0.0006579208930282187,10.569798251663125,VB,5,VB,0,take,take,tak,0.010365354554828723,97.749214143473
taken,189,5,0.0002423919079577648,12.010370843049106,VBN,4,VB,0,taken,taken,tak,0.013514214989756811,139.3530278241506
takenthough,1,11,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,takenthough,takenthough,takenthough,0.01817121568724732,8.049848549450562
taker,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,taker,taker,tak,0.036694648203820054,14.099697098901123
takes,47,5,6.027735277256585e-05,14.018024415592542,VBZ,1,VB,0,take,take,tak,0.02372797255993318,99.17999619303959
takin,4,5,5.1299874700056045e-06,17.572613267270178,VB,4,VB,0,takin,takin,takin,0.07403987459285205,24.199394197802246
taking,187,6,0.000239826914222762,12.025718807382543,VBG,3,VB,0,take,take,tak,0.014003807271431188,140.49716716286474
tale,8,4,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,tale,tale,tal,0.04604373662775217,40.39878839560449
talent,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,talent,talent,tal,0.042435272075380615,24.199394197802246
talented,3,8,3.8474906025042036e-06,17.987650766549024,IN,3,IN,0,talent,talent,tal,0.09323669973568104,19.394658146188217
talents,5,7,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,talent,talent,tal,0.031416656202157306,24.199394197802246
talentsalso,1,11,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,talentsalso,talentsalso,talentsalso,0.01677051781135534,8.049848549450562
tales,6,5,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,tale,tale,tal,0.05290202987669532,32.789316292376434
talismanic,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,talisman,talisman,tal,0.01829511033966037,8.049848549450562
talk,408,4,0.0005232587219405716,10.900187925298683,VB,7,VB,0,talk,talk,talk,0.016216182796733498,131.82375410503374
talkative,3,9,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,talk,talkat,talk,0.03718664052014409,19.394658146188217
talked,157,6,0.00020135200819771997,12.277992518378552,VBD,6,VB,0,talk,talk,talk,0.018615755413978263,140.6290606780229
talkedher,1,9,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,talkedh,talkedh,talkedh,0.025077409811372468,8.049848549450562
talker,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,talker,talker,talk,0.013218142117324404,8.049848549450562
talki,1,5,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,talki,talki,talk,0.01829511033966037,8.049848549450562
talkin,4,6,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,talkin,talkin,talkin,0.09372308813648453,24.199394197802246
talking,297,7,0.00038090156964791614,11.358294146469413,VBG,10,VB,0,talk,talk,talk,0.012829574296538249,134.3806143296719
talkingit,1,9,1.2824968675014011e-06,19.572613267270178,RP,1,RP,0,talkingit,talkingit,talkingit,0.023816119968788647,8.049848549450562
talkings,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,talk,talk,talk,0.04128127461256698,8.049848549450562
talkoh,1,6,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,talkoh,talkoh,talkoh,0.030842331607090274,8.049848549450562
talks,14,5,1.7954956145019616e-05,15.765258345212574,NNS,4,NN,0,talk,talk,talk,0.030944833001797584,56.542314807023104
talky,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,talki,talki,talky,0.2118381197223832,8.049848549450562
talkyou,1,7,1.2824968675014011e-06,19.572613267270178,IN,1,IN,0,talkyou,talkyou,talkyou,0.03985073539331962,8.049848549450562
tall,107,4,0.00013722716482264993,12.831146280869032,JJ,10,JJ,0,tall,tall,tal,0.02054490764580596,130.57182343489063
tallbut,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tallbut,tallbut,tallbut,0.01677051781135534,8.049848549450562
taller,3,6,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,taller,taller,tal,0.06569029330074985,19.394658146188217
tallest,3,7,3.8474906025042036e-06,17.987650766549024,JJS,2,JJ,0,tallest,tallest,tallest,0.06125630599370152,14.099697098901123
tally,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,talli,talli,tal,0.07594196744764681,8.049848549450562
tallyho,3,7,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,tallyho,tallyho,tallyho,0.10104205537705555,14.099697098901123
tallyhos,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,tallyho,tallyho,tallyho,0.3833261214024077,8.049848549450562
tamale,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tamal,tamal,tam,0.050311553434066014,8.049848549450562
tame,7,4,8.977478072509808e-06,16.765258345212576,JJ,2,JJ,0,tame,tame,tam,0.05291579552034146,32.789316292376434
tamely,3,6,3.8474906025042036e-06,17.987650766549024,RB,1,RB,0,tame,tame,tam,0.02398939876600268,14.099697098901123
tamer,1,5,1.2824968675014011e-06,19.572613267270178,JJR,1,JJ,0,tamer,tamer,tam,0.03888815724372252,8.049848549450562
taming,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tame,tame,tam,0.03926755389975884,8.049848549450562
tampering,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,tamper,tamper,tamp,0.02563646034856867,8.049848549450562
tan,3,3,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,tan,tan,tan,0.03838798407728483,19.394658146188217
tanaduke,4,8,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,tanaduk,tanaduk,tanaduk,0.07092377576608426,8.049848549450562
tanadukes,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,tanaduk,tanaduk,tanaduk,0.017730943941521065,8.049848549450562
tandems,1,7,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,tandem,tandem,tandem,0.19166306070120384,8.049848549450562
tang,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tang,tang,tang,0.09147555169830185,8.049848549450562
tanged,1,6,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,tang,tang,tang,0.017730943941521065,8.049848549450562
tangented,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,tangent,tangent,tang,0.013218142117324404,8.049848549450562
tangible,6,8,7.694981205008407e-06,16.987650766549024,JJ,3,JJ,0,tangibl,tangibl,tang,0.05035956125541606,28.639602272815992
tanging,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tang,tang,tang,0.02630669460604759,8.049848549450562
tangle,3,6,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,tangl,tangl,tangl,0.02296474104849443,19.394658146188217
tangled,9,7,1.154247180751261e-05,16.402688265827866,JJ,3,JJ,0,tangl,tangl,tangl,0.03994525487492709,40.39878839560449
tank,7,4,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,tank,tank,tank,0.046031960663413515,36.6974553917507
tanked,1,6,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,tank,tank,tank,0.040048997758460506,8.049848549450562
tanks,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tank,tank,tank,0.04259179126693419,8.049848549450562
tanned,8,6,1.0259974940011209e-05,16.572613267270178,VBD,3,VB,0,tan,tan,tan,0.030094885584691682,36.6974553917507
tanning,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tan,tan,tan,0.037267817358567414,8.049848549450562
tantalised,2,10,2.5649937350028022e-06,18.572613267270178,VBN,2,VB,0,tantalis,tantalis,tant,0.03403741458541464,8.049848549450562
tantalized,2,10,2.5649937350028022e-06,18.572613267270178,VBN,1,VB,0,tantal,tantal,tant,0.023780755932676832,14.099697098901123
tantalizing,3,11,3.8474906025042036e-06,17.987650766549024,VBG,2,VB,0,tantal,tantal,tant,0.021971899515080603,19.394658146188217
tantalizingly,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tantalizingli,tantal,tant,0.011925701554741572,8.049848549450562
tantrum,18,7,2.308494361502522e-05,15.402688265827866,NNP,1,NN,0,tantrum,tantrum,tantr,0.9341943083641296,24.199394197802246
tantrums,9,8,1.154247180751261e-05,16.402688265827866,NNP,1,NN,0,tantrum,tantrum,tantrum,0.4751925309746391,24.199394197802246
tap,12,3,1.5389962410016814e-05,15.987650766549022,NN,2,NN,0,tap,tap,tap,0.023720742389518636,50.49458623894591
tape,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tape,tape,tap,0.021017881330158125,8.049848549450562
taped,1,5,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,tape,tape,tap,0.021017881330158125,8.049848549450562
tapered,2,7,2.5649937350028022e-06,18.572613267270178,VBN,2,VB,0,taper,taper,tap,0.03938962999058092,14.099697098901123
tapering,6,8,7.694981205008407e-06,16.987650766549024,VBG,3,VB,0,taper,taper,tap,0.025200337882802404,32.789316292376434
tapers,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,taper,taper,tap,0.028956289746225047,8.049848549450562
tapestried,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,tapestri,tapestri,tapestry,0.040048997758460506,8.049848549450562
tapestries,4,10,5.1299874700056045e-06,17.572613267270178,NNS,2,NN,0,tapestri,tapestri,tapestry,0.024323956327134678,24.199394197802246
tapestry,7,8,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,tapestri,tapestri,tapestry,0.031240031795320266,32.789316292376434
tapioca,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,tapioca,tapioca,tapioc,0.01829511033966037,8.049848549450562
tapped,20,6,2.564993735002802e-05,15.250685172382816,VBD,2,VB,0,tap,tap,tap,0.015240695180173085,69.83862386414849
tapping,14,7,1.7954956145019616e-05,15.765258345212574,VBG,3,VB,0,tap,tap,tap,0.018808942855852787,56.542314807023104
taps,9,4,1.154247180751261e-05,16.402688265827866,NNS,3,NN,0,tap,tap,tap,0.024996454292889915,40.39878839560449
